FID	place_name	category1	dem_RANGE	dem_MEAN	fac_MEAN	hdis_MIN	hdis_MEAN	gradient_MEAN	relief_MEAN	roughness_MEAN	vdis_MIN	vdis_MEAN
25930	¦è¶Õ´ò	´ò	81.00 	227.99 	79.88 	0.00 	247.80 	8.69 	76.14 	0.12 	0.00 	35.60 
25975	¤U«á´ò	´ò	21.00 	64.18 	123.22 	0.00 	348.99 	1.14 	22.69 	0.02 	0.00 	6.44 
25976	§À´ò	´ò	21.00 	62.96 	127.68 	0.00 	326.68 	1.15 	22.57 	0.02 	0.00 	6.36 
25979	¦Z´ò	´ò	21.00 	75.28 	116.44 	0.00 	320.77 	1.10 	22.16 	0.02 	0.00 	6.43 
26491	¤U¯ó´ò	´ò	25.00 	80.81 	347.70 	0.00 	211.76 	1.59 	26.16 	0.02 	0.00 	7.70 
26510	Ë|¿¼´ò¥J	´ò	122.00 	21.93 	15.75 	0.00 	401.38 	11.53 	133.71 	0.19 	0.00 	20.82 
26611	¤f´ò	´ò	107.00 	75.22 	322.82 	0.00 	204.55 	8.32 	106.24 	0.12 	0.00 	16.82 
26612	¤f´ò	´ò	5.00 	3.91 	78.41 	0.00 	406.03 	0.64 	4.43 	0.01 	0.00 	1.93 
26622	³Â¦Ë´ò	´ò	457.00 	420.37 	342.95 	0.00 	364.16 	25.83 	496.13 	0.44 	0.00 	138.36 
26629	³Â¦Ë´ò¤f	´ò	248.00 	312.39 	166.66 	0.00 	274.25 	16.01 	234.56 	0.26 	0.00 	60.45 
26758	³¾´ò	´ò	149.00 	87.07 	67.40 	0.00 	427.19 	17.45 	158.48 	0.27 	0.00 	38.78 
26844	´ò¥J¤º	´ò	6.00 	5.50 	1438.43 	0.00 	319.13 	0.37 	6.35 	0.00 	0.00 	1.21 
26845	´ò¥J¤º	´ò	6.00 	5.52 	1442.21 	0.00 	323.49 	0.36 	6.39 	0.00 	0.00 	1.21 
27072	¤Ó´ò	´ò	206.00 	71.57 	133.40 	0.00 	488.61 	15.71 	229.28 	0.25 	0.00 	45.91 
27073	¤Ó´ò©³	´ò	355.00 	444.12 	61.52 	0.00 	405.19 	15.22 	362.54 	0.25 	0.00 	117.95 
27164	ªF´ò	´ò	97.00 	239.77 	19.82 	89.44 	969.07 	5.50 	88.31 	0.08 	0.00 	47.86 
27331	´ò¥J­í	´ò	92.00 	163.79 	232.85 	0.00 	194.08 	4.33 	101.68 	0.07 	0.00 	11.20 
27834	«á´ò	´ò	115.00 	248.34 	93.10 	0.00 	368.39 	9.69 	126.24 	0.15 	0.00 	30.26 
27852	¤p´ò	´ò	420.00 	95.66 	67.35 	0.00 	350.07 	21.07 	426.51 	0.35 	0.00 	59.77 
28016	¤j´ò§À	´ò	392.00 	622.40 	26.77 	0.00 	762.36 	25.61 	399.18 	0.41 	0.00 	199.43 
28052	¤«¥J´ò	´ò	86.00 	67.41 	44.45 	0.00 	398.12 	7.05 	82.01 	0.10 	0.00 	24.66 
28123	¯ó´ò	´ò	6.00 	3.64 	142.27 	0.00 	391.47 	0.37 	9.28 	0.01 	0.00 	0.82 
28129	¦Z´ò	´ò	6.00 	5.30 	124.15 	0.00 	380.40 	0.53 	6.48 	0.01 	0.00 	1.42 
28228	«á´ò¤l	´ò	19.00 	7.82 	37.58 	0.00 	580.68 	0.96 	18.02 	0.01 	0.00 	2.56 
28246	´ò¤l¤º	´ò	4.00 	2.42 	53.59 	0.00 	728.57 	0.55 	6.48 	0.01 	0.00 	1.51 
28382	´ò¥J¤º	´ò	300.00 	229.98 	112.86 	0.00 	429.06 	14.67 	317.02 	0.23 	0.00 	71.76 
28385	¯äÀY´ò	´ò	38.00 	238.66 	29.37 	0.00 	719.74 	3.12 	53.85 	0.04 	0.00 	20.72 
28422	´ò©³	´ò	168.00 	122.25 	53.03 	0.00 	343.18 	15.12 	151.20 	0.24 	0.00 	41.40 
28505	´ò©³	´ò	500.00 	350.95 	184.31 	0.00 	288.24 	22.25 	446.26 	0.36 	0.00 	117.13 
28590	´ò¤l¤º	´ò	184.00 	88.54 	10897.98 	0.00 	296.29 	15.63 	214.60 	0.25 	0.00 	52.86 
28656	´òÀY­í	´ò	7.00 	9.19 	14.46 	56.57 	596.02 	0.37 	7.33 	0.01 	0.00 	1.35 
28659	¤Ó´ò	´ò	7.00 	10.07 	81.91 	0.00 	462.02 	0.45 	6.39 	0.01 	0.00 	1.04 
28692	ºö´ò	´ò	12.00 	14.37 	23.04 	0.00 	710.28 	0.51 	11.33 	0.01 	0.00 	1.08 
28802	¤¤´ò	´ò	8.00 	3.79 	101.94 	0.00 	462.75 	0.77 	18.94 	0.01 	0.00 	0.92 
28830	¥~´ò	´ò	6.00 	3.49 	24.19 	215.41 	928.12 	0.70 	6.22 	0.01 	0.00 	1.54 
28832	¤º´ò	´ò	7.00 	3.89 	16.53 	233.24 	989.30 	0.65 	6.38 	0.01 	0.00 	1.24 
28961	ÃÃ´ò	´ò	213.00 	210.42 	1069.38 	0.00 	265.83 	13.84 	222.56 	0.22 	0.00 	46.06 
29009	¤º´ò©³	´ò	183.00 	176.76 	1540.22 	0.00 	226.54 	15.61 	183.26 	0.25 	0.00 	42.21 
29022	¤º´ò¥J	´ò	236.00 	241.31 	155.41 	0.00 	274.52 	12.50 	194.08 	0.19 	0.00 	47.30 
29041	¼Ì´ò	´ò	561.00 	571.83 	65.61 	0.00 	418.69 	24.41 	570.12 	0.40 	0.00 	152.69 
29043	¤ë®ç´ò	´ò	629.00 	725.09 	39.53 	0.00 	681.79 	21.84 	545.36 	0.35 	0.00 	189.34 
29065	¤º´ò¥J	´ò	383.00 	752.95 	86.30 	0.00 	390.83 	17.01 	409.25 	0.29 	0.00 	66.96 
29210	´ò¤º	´ò	69.00 	43.92 	51.65 	0.00 	825.31 	4.81 	88.53 	0.08 	0.00 	13.25 
29215	¤j¦y´ò	´ò	59.00 	47.07 	263.75 	0.00 	354.52 	4.33 	87.51 	0.07 	0.00 	11.72 
29327	¼ê´òªÀ	´ò	8.00 	24.78 	188.93 	0.00 	224.16 	0.88 	7.99 	0.01 	0.00 	0.98 
29441	´ò©³	´ò	6.00 	19.05 	22.83 	0.00 	954.68 	0.57 	6.04 	0.01 	0.00 	2.67 
29446	¤j´ò	´ò	8.00 	16.49 	31.00 	0.00 	663.91 	0.69 	7.01 	0.01 	0.00 	2.56 
29453	´ò¤º	´ò	176.00 	66.59 	88.82 	0.00 	525.34 	8.30 	173.73 	0.12 	0.00 	38.30 
29524	¤¤¥_´ò	´ò	20.00 	7.15 	221.45 	0.00 	342.98 	1.41 	19.98 	0.02 	0.00 	4.86 
29525	¤U¥_´ò	´ò	15.00 	3.09 	224.38 	0.00 	300.37 	1.50 	17.56 	0.02 	0.00 	2.14 
29605	¼ê´ò­í	´ò	6.00 	5.39 	45.75 	0.00 	625.24 	0.45 	6.08 	0.01 	0.00 	1.56 
29782	¤¤´ò	´ò	132.00 	108.03 	193.66 	0.00 	259.21 	12.03 	161.03 	0.19 	0.00 	29.75 
29791	¤T«°´ò	´ò	195.00 	92.45 	141.12 	0.00 	251.58 	15.41 	296.28 	0.25 	0.00 	35.36 
29792	¬ìÃ¹´ò	´ò	348.00 	138.43 	51.52 	0.00 	504.74 	19.91 	326.85 	0.33 	0.00 	75.52 
29803	µU´ò	´ò	333.00 	114.19 	10216.16 	0.00 	220.68 	18.40 	319.21 	0.30 	0.00 	68.43 
29858	¤j´ò	´ò	134.00 	107.27 	97.90 	0.00 	403.57 	5.03 	103.69 	0.07 	0.00 	20.74 
30000	»A´ò	´ò	11.00 	33.66 	140.71 	0.00 	254.64 	1.01 	13.74 	0.01 	0.00 	3.85 
30207	¯}¥¬´ò¥J	´ò	538.00 	721.73 	70.69 	0.00 	408.89 	25.04 	600.98 	0.41 	0.00 	164.86 
30295	¤j´ò¤f	´ò	132.00 	163.26 	28.67 	0.00 	675.66 	6.32 	124.24 	0.09 	0.00 	51.55 
30298	´ò©³	´ò	6.00 	16.34 	60.98 	0.00 	292.82 	0.53 	5.48 	0.01 	0.00 	1.69 
30299	´ò§À¥J	´ò	5.00 	16.34 	61.49 	0.00 	264.11 	0.51 	5.62 	0.01 	0.00 	1.66 
30388	´ò¨{	´ò	160.00 	185.93 	171.60 	0.00 	183.57 	10.56 	166.98 	0.17 	0.00 	25.82 
30473	«á´ò	´ò	14.00 	11.16 	4964.83 	0.00 	309.48 	0.96 	12.87 	0.01 	0.00 	4.08 
30721	°Ì¥J´ò	´ò	139.00 	55.28 	9021.77 	0.00 	262.30 	6.64 	134.88 	0.10 	0.00 	20.81 
30722	¤¤´ò	´ò	320.00 	215.00 	12.20 	456.07 	1191.68 	21.60 	338.84 	0.35 	14.00 	145.68 
30808	¤j´ò¡B¤j´òµó¡B´òµó	´ò	21.00 	8.87 	39.99 	0.00 	513.27 	1.47 	19.95 	0.02 	0.00 	5.96 
30818	¦Ë¥J´òÉÜ	´ò	18.00 	6.93 	102.92 	0.00 	442.68 	1.74 	18.36 	0.02 	0.00 	4.49 
31028	¥jÉÜ³¡¸¨¡]§t¤Ó´ò³¡¸¨¡^	´ò	270.00 	92.88 	140.25 	0.00 	500.22 	15.76 	255.66 	0.25 	0.00 	72.03 
31107	«n´ò	´ò	72.00 	42.26 	48.43 	0.00 	458.96 	5.98 	73.67 	0.09 	0.00 	13.34 
31128	¤å´ò	´ò	89.00 	28.75 	52.23 	0.00 	371.62 	9.38 	81.38 	0.14 	0.00 	23.60 
31246	ÁTºß´ò	´ò	33.00 	34.67 	605.96 	0.00 	252.79 	3.34 	38.48 	0.04 	0.00 	8.50 
31384	´ò¥J	´ò	9.00 	34.49 	54.52 	0.00 	538.68 	0.67 	14.45 	0.01 	0.00 	4.38 
31451	¤º´ò	´ò	295.00 	322.65 	41.13 	0.00 	545.84 	19.45 	305.26 	0.31 	0.00 	107.44 
31516	´ò©³	´ò	5.00 	2.97 	2088.60 	0.00 	542.78 	0.42 	4.58 	0.01 	0.00 	1.02 
31861	ªF´ò¥J	´ò	73.00 	69.26 	45.48 	0.00 	650.86 	3.16 	70.96 	0.05 	0.00 	18.35 
31899	ªF¶Õ´ò	´ò	19.00 	25.69 	268.50 	0.00 	163.86 	1.16 	17.11 	0.02 	0.00 	1.50 
31990	°s´ò	´ò	11.00 	51.89 	25968.22 	0.00 	470.08 	1.17 	11.67 	0.01 	0.00 	4.19 
32004	¤j´ò­í	´ò	6.00 	20.17 	38.66 	0.00 	684.70 	0.42 	5.71 	0.01 	0.00 	2.26 
32047	¤j´ò	´ò	9.00 	4.63 	167.22 	0.00 	265.77 	0.81 	8.59 	0.01 	0.00 	1.52 
32112	¯ó´ò	´ò	10.00 	7.15 	36.66 	0.00 	821.42 	0.58 	10.60 	0.01 	0.00 	1.75 
32113	¯ó´ò	´ò	10.00 	7.15 	36.66 	0.00 	821.42 	0.58 	10.60 	0.01 	0.00 	1.75 
32115	¤K¥Ò´ò	´ò	11.00 	8.02 	25.74 	0.00 	813.61 	0.72 	10.25 	0.01 	0.00 	2.19 
32210	¤j´ò	´ò	196.00 	68.37 	135.81 	0.00 	487.31 	15.27 	224.80 	0.25 	0.00 	44.39 
32212	¤j´ò¤f	´ò	224.00 	287.40 	196.61 	0.00 	279.21 	17.98 	221.47 	0.29 	0.00 	57.61 
32213	¤j´ò¤º	´ò	80.00 	22.04 	520.75 	0.00 	454.44 	7.42 	75.16 	0.11 	0.00 	17.20 
32214	¤j´òÉÜ	´ò	209.00 	46.82 	66.51 	0.00 	476.15 	8.04 	185.09 	0.13 	0.00 	32.01 
32274	¤j´òÉÜ	´ò	63.00 	248.84 	25.21 	0.00 	918.93 	4.07 	60.94 	0.05 	0.00 	31.90 
32276	¤j´ò§ø¤f	´ò	72.00 	27.71 	98.46 	0.00 	367.13 	9.25 	69.18 	0.15 	0.00 	19.84 
32277	¤j´ò±í	´ò	296.00 	368.87 	187.24 	0.00 	387.37 	19.98 	397.08 	0.33 	0.00 	87.08 
32278	¤j´ò²ø	´ò	68.00 	31.24 	84.36 	0.00 	363.69 	9.69 	71.80 	0.15 	0.00 	21.24 
32279	¤j´ò·s§ø	´ò	60.00 	249.52 	19.76 	712.18 	1371.45 	3.74 	59.89 	0.05 	0.00 	28.89 
32280	¤j´ò·s§ø	´ò	274.00 	344.04 	509.20 	0.00 	297.24 	18.30 	265.01 	0.29 	0.00 	68.65 
32321	¯cºß´ò	´ò	4.00 	3.02 	53.27 	0.00 	537.78 	0.38 	4.81 	0.00 	0.00 	0.96 
32453	­X´ò	´ò	73.00 	19.03 	1082.28 	0.00 	300.67 	4.68 	59.64 	0.06 	0.00 	12.95 
32454	ÀY«e´ò	´ò	69.00 	18.82 	1070.96 	0.00 	246.86 	4.36 	61.39 	0.06 	0.00 	11.44 
32455	«á¾À´ò	´ò	54.00 	14.97 	48.85 	0.00 	420.84 	4.60 	64.13 	0.07 	0.00 	15.02 
32493	«á¾À´ò	´ò	54.00 	14.97 	48.85 	0.00 	420.84 	4.60 	64.13 	0.07 	0.00 	15.02 
32513	¼ê´ò­í	´ò	10.00 	11.55 	651.25 	0.00 	686.16 	0.82 	8.93 	0.01 	0.00 	2.64 
32611	¤ë®°´ò	´ò	354.00 	514.94 	13.44 	481.66 	1153.76 	25.51 	418.17 	0.41 	0.00 	195.17 
32619	´ò©³	´ò	7.00 	15.28 	135.26 	0.00 	552.77 	0.74 	7.26 	0.01 	0.00 	3.01 
32667	¤ë´ò	´ò	122.00 	425.44 	10342.07 	0.00 	491.73 	6.01 	120.27 	0.09 	0.00 	29.46 
32745	¬ñã¸´ò	´ò	186.00 	50.99 	13761.95 	0.00 	295.41 	11.81 	182.87 	0.19 	0.00 	34.85 
32762	¤j´ò	´ò	265.00 	156.13 	50.51 	0.00 	435.71 	22.22 	259.13 	0.36 	0.00 	100.64 
32936	ÁTºß´ò	´ò	310.00 	401.85 	1296.37 	0.00 	244.08 	25.41 	327.71 	0.44 	0.00 	92.02 
32985	¾ð´ò³¡¸¨	´ò	181.00 	82.35 	111.31 	0.00 	337.08 	3.57 	181.38 	0.06 	0.00 	16.61 
33064	¤p´ò	´ò	83.00 	41.72 	30.90 	0.00 	563.87 	12.34 	87.97 	0.19 	0.00 	29.70 
33065	¤p´ò	´ò	150.00 	109.64 	85.54 	0.00 	411.12 	14.23 	170.92 	0.21 	0.00 	29.94 
33066	¤p´ò¥J	´ò	82.00 	62.69 	193.36 	0.00 	349.95 	4.11 	78.14 	0.06 	0.00 	10.40 
33086	³s´ò	´ò	10.00 	5.71 	5113.37 	0.00 	350.35 	0.97 	9.94 	0.01 	0.00 	1.20 
33170	¤U¯cºß´ò	´ò	128.00 	414.96 	11976.51 	0.00 	513.84 	6.29 	121.71 	0.10 	0.00 	33.08 
33200	´ò±í	´ò	235.00 	649.66 	49.24 	0.00 	433.74 	16.58 	229.88 	0.26 	0.00 	72.66 
33300	­´µæ´ò	´ò	461.00 	934.68 	29.23 	0.00 	657.18 	30.26 	551.27 	0.52 	0.00 	193.84 
33304	³Â¦Ë´ò	´ò	738.00 	564.70 	473.93 	0.00 	503.98 	26.41 	630.39 	0.46 	0.00 	187.74 
33404	¤º´ò	´ò	198.00 	102.30 	163.13 	0.00 	311.65 	13.60 	198.27 	0.21 	0.00 	37.46 
33431	¤f´ò	´ò	107.00 	75.22 	322.82 	0.00 	204.55 	8.32 	106.24 	0.12 	0.00 	16.82 
33437	«@´ò	´ò	292.00 	146.86 	35.72 	0.00 	442.06 	19.04 	269.28 	0.30 	0.00 	72.31 
33440	¯äÅ¤´ò	´ò	292.00 	146.86 	35.72 	0.00 	442.06 	19.04 	269.28 	0.30 	0.00 	72.31 
33455	´ò¥J©³	´ò	202.00 	122.42 	31.44 	0.00 	762.93 	15.97 	195.30 	0.24 	0.00 	40.86 
33459	´ò¥J¤º	´ò	216.00 	105.33 	35.79 	0.00 	622.54 	14.34 	185.58 	0.22 	0.00 	40.08 
33565	¤j´ò	´ò	9.00 	4.69 	165.03 	0.00 	268.42 	0.79 	8.56 	0.01 	0.00 	1.53 
33747	¥W´ò	´ò	494.00 	223.64 	987.17 	0.00 	673.34 	16.49 	483.46 	0.28 	0.00 	94.17 
33884	¤º´ò	´ò	57.00 	8.26 	293.65 	0.00 	342.31 	3.77 	60.23 	0.06 	0.00 	6.49 
33885	¤º´ò	´ò	57.00 	8.26 	293.65 	0.00 	342.31 	3.77 	60.23 	0.06 	0.00 	6.49 
33910	¤j´ò	´ò	68.00 	31.59 	87.01 	0.00 	359.58 	9.78 	71.62 	0.15 	0.00 	21.22 
33918	­XÐ¤´ò	´ò	90.00 	66.37 	17.40 	126.49 	844.22 	11.20 	85.26 	0.17 	0.00 	28.66 
33919	­XÐ¤´ò	´ò	90.00 	66.37 	17.40 	126.49 	844.22 	11.20 	85.26 	0.17 	0.00 	28.66 
33920	­XÐ¤´ò	´ò	90.00 	66.37 	17.40 	126.49 	844.22 	11.20 	85.26 	0.17 	0.00 	28.66 
34064	¼ê´ò®q	´ò	11.00 	27.22 	51.60 	0.00 	390.53 	0.77 	9.25 	0.01 	0.00 	3.58 
34136	´ò­í	´ò	3.00 	11.98 	29.17 	0.00 	570.57 	0.45 	4.97 	0.01 	0.00 	1.47 
34151	¯ó´ò	´ò	4.00 	4.77 	171.05 	0.00 	431.44 	0.44 	3.88 	0.01 	0.00 	1.02 
34462	­á©³´ò	´ò	627.00 	940.26 	11.62 	368.78 	1161.77 	29.75 	668.32 	0.52 	16.00 	278.51 
34544	Ë|¿¼´ò	´ò	526.00 	423.90 	13.92 	432.67 	1377.93 	23.42 	504.51 	0.38 	0.00 	241.30 
34547	¤U´ò	´ò	557.00 	337.98 	26.10 	0.00 	1005.69 	19.99 	467.57 	0.32 	0.00 	169.21 
34589	´ò©³ÀY	´ò	252.00 	163.71 	56.99 	0.00 	297.32 	11.97 	221.84 	0.18 	0.00 	44.74 
34590	´ò©³	´ò	252.00 	163.71 	56.99 	0.00 	297.32 	11.97 	221.84 	0.18 	0.00 	44.74 
34594	´ò©³¤f	´ò	229.00 	208.77 	58.48 	0.00 	323.06 	14.42 	275.44 	0.22 	0.00 	55.33 
34613	¦Ë´ò¥J	´ò	96.00 	76.07 	253.44 	0.00 	249.34 	13.34 	96.77 	0.20 	0.00 	19.98 
34628	³Â¦Ë´ò	´ò	667.00 	579.11 	26.39 	0.00 	880.31 	28.51 	594.79 	0.47 	0.00 	224.89 
34630	ªD¥J´ò	´ò	123.00 	129.59 	311.02 	0.00 	229.96 	12.73 	172.57 	0.20 	0.00 	26.69 
34914	´ò§À	´ò	9.00 	6.14 	122.92 	0.00 	386.29 	0.86 	11.79 	0.01 	0.00 	2.04 
34952	¼ê´ò­í	´ò	11.00 	3.47 	163.77 	0.00 	345.41 	0.88 	12.75 	0.01 	0.00 	1.72 
35169	¤j´ò¥J	´ò	7.00 	10.22 	89.31 	0.00 	421.22 	0.77 	6.95 	0.01 	0.00 	2.03 
35194	ÁTºß´ò	´ò	20.00 	28.87 	60.14 	0.00 	481.05 	0.97 	17.69 	0.01 	0.00 	7.80 
35270	´ò¥J¤º	´ò	74.00 	44.04 	51.02 	0.00 	827.64 	4.85 	88.74 	0.08 	0.00 	13.35 
35309	¤«¥J´ò	´ò	32.00 	8.30 	723.62 	0.00 	268.19 	1.35 	22.57 	0.02 	0.00 	1.79 
35326	¼ê´òªÀ	´ò	8.00 	2.96 	206.55 	0.00 	218.70 	0.80 	7.48 	0.01 	0.00 	1.36 
35346	¼ê´òªÀ¤º	´ò	4.00 	2.21 	214.62 	0.00 	233.34 	0.68 	5.61 	0.01 	0.00 	1.58 
35367	¤j´ò©³	´ò	181.00 	57.62 	29.79 	0.00 	551.62 	11.44 	173.70 	0.18 	0.00 	39.35 
35527	Óy¼d´ò	´ò	403.00 	475.80 	50.99 	0.00 	495.61 	19.40 	411.55 	0.31 	0.00 	118.29 
35543	´ò¥_	´ò	135.00 	216.65 	46.43 	0.00 	707.37 	6.66 	113.61 	0.10 	0.00 	46.86 
35545	ÀY´ò	´ò	59.00 	239.46 	34.29 	0.00 	608.65 	3.96 	62.09 	0.05 	0.00 	26.36 
35586	«á´ò¥J	´ò	70.00 	15.12 	206.04 	0.00 	328.50 	8.97 	82.52 	0.14 	0.00 	18.75 
35589	´ò©³	´ò	105.00 	41.34 	290.78 	0.00 	317.86 	10.35 	113.51 	0.16 	0.00 	32.63 
35604	¦Ë¿t´ò	´ò	122.00 	76.06 	50.58 	0.00 	357.12 	9.72 	138.48 	0.14 	0.00 	38.59 
35660	¤j´ò	´ò	144.00 	158.00 	145.77 	0.00 	257.40 	10.31 	150.44 	0.15 	0.00 	49.89 
35856	¼ê´ò­í¥J	´ò	24.00 	41.16 	73.15 	0.00 	318.86 	1.57 	45.49 	0.02 	0.00 	10.16 
35908	´ò¤º	´ò	18.00 	7.48 	60.10 	0.00 	378.21 	1.44 	18.00 	0.02 	0.00 	4.82 
35971	­W­d´ò	´ò	239.00 	148.88 	24.50 	322.49 	936.51 	17.29 	217.67 	0.26 	0.00 	70.73 
36033	´ò©³	´ò	118.00 	85.40 	42.31 	0.00 	774.88 	9.77 	118.41 	0.15 	0.00 	37.69 
36083	´ò¥J­í	´ò	54.00 	107.18 	135.61 	0.00 	365.42 	2.37 	57.32 	0.03 	0.00 	16.72 
36105	­·Âd¤æ´ò	´ò	353.00 	295.32 	248.88 	0.00 	302.71 	21.25 	323.79 	0.35 	0.00 	88.16 
36110	¥Û¥J´ò	´ò	472.00 	478.72 	78.27 	0.00 	349.40 	25.09 	459.63 	0.41 	0.00 	131.26 
36124	ÂûÅ¢´ò	´ò	119.00 	98.75 	19.05 	252.98 	1170.33 	10.76 	108.29 	0.16 	0.00 	38.30 
36136	¥~´ò¥J	´ò	104.00 	121.98 	417.31 	0.00 	199.30 	6.90 	116.66 	0.11 	0.00 	18.47 
36201	´ò©³	´ò	225.00 	205.46 	47.56 	0.00 	542.66 	13.99 	218.71 	0.21 	0.00 	54.05 
36236	¶í´ò	´ò	590.00 	731.87 	44.38 	0.00 	559.83 	31.82 	634.49 	0.55 	0.00 	197.51 
36243	¾Ä°_´ò	´ò	671.00 	1481.75 	25.53 	0.00 	980.00 	25.40 	613.17 	0.42 	0.00 	219.58 
36279	Ë|¿¼´ò	´ò	159.00 	153.22 	21.39 	40.00 	615.04 	14.41 	152.16 	0.22 	0.00 	44.46 
36398	«á´ò¥J	´ò	22.00 	19.02 	42.54 	0.00 	396.75 	1.50 	23.52 	0.02 	0.00 	8.97 
36442	«á´ò	´ò	37.00 	19.54 	114.58 	0.00 	218.16 	1.57 	31.36 	0.02 	0.00 	6.93 
36509	¨F´òÃc	´ò	120.00 	150.69 	40.79 	0.00 	561.98 	16.01 	124.85 	0.25 	0.00 	32.98 
36557	¯cºß´ò	´ò	126.00 	167.85 	21.26 	40.00 	928.78 	16.76 	127.35 	0.26 	0.00 	35.77 
36596	¥|´ò§À	´ò	44.00 	110.94 	187.28 	0.00 	262.31 	1.70 	46.19 	0.02 	0.00 	12.05 
36614	µf¤l´ò	´ò	89.00 	111.15 	60.45 	0.00 	491.05 	3.74 	83.85 	0.05 	0.00 	24.86 
36615	¤Wµf¤l´ò	´ò	86.00 	93.37 	180.12 	0.00 	357.23 	3.02 	72.75 	0.04 	0.00 	14.69 
36616	¤Uµf¤l´ò	´ò	87.00 	109.14 	48.11 	0.00 	534.15 	3.71 	80.76 	0.05 	0.00 	22.28 
36642	¶ê´ò	´ò	24.00 	92.90 	704.22 	0.00 	367.22 	1.42 	24.21 	0.02 	0.00 	7.13 
36653	¤ÑÃZ´ò	´ò	25.00 	136.83 	48.43 	0.00 	359.46 	2.00 	28.76 	0.03 	0.00 	9.05 
36702	¼Ì´ò	´ò	631.00 	564.58 	31.10 	0.00 	971.35 	22.33 	577.47 	0.36 	0.00 	175.07 
36703	¤«¥J´ò	´ò	376.00 	454.03 	50.19 	0.00 	606.36 	19.72 	475.19 	0.31 	0.00 	108.93 
36733	¤j´ò±í	´ò	675.00 	604.47 	25.14 	56.57 	1003.92 	22.59 	584.78 	0.36 	0.00 	193.79 
36744	¥Õ¾ð´ò	´ò	116.00 	98.90 	5629.35 	0.00 	267.89 	6.28 	141.37 	0.09 	0.00 	16.01 
36755	¤U´ò	´ò	116.00 	98.90 	5629.35 	0.00 	267.89 	6.28 	141.37 	0.09 	0.00 	16.01 
36771	¦Ë´ò	´ò	282.00 	155.72 	21.85 	425.21 	1276.14 	18.14 	254.79 	0.29 	0.00 	65.60 
36923	´ò¤º	´ò	7.00 	2.22 	1615.05 	0.00 	490.22 	0.72 	7.49 	0.01 	0.00 	1.86 
37065	ª¯«Ë´ò	´ò	55.00 	63.37 	44.78 	0.00 	418.10 	6.71 	78.05 	0.10 	0.00 	17.44 
37074	¦Ë´ò¥J	´ò	61.00 	60.78 	46.04 	0.00 	414.01 	6.24 	69.10 	0.09 	0.00 	16.19 
37095	¤º´ò	´ò	100.00 	36.56 	6165.46 	0.00 	449.71 	5.19 	92.50 	0.08 	0.00 	17.39 
37239	­Ë¶ò´ò	´ò	402.00 	443.77 	803.09 	0.00 	429.19 	19.56 	362.09 	0.31 	0.00 	118.61 
37290	©Þ¤l´ò	´ò	80.00 	171.89 	368.07 	0.00 	342.41 	3.87 	72.23 	0.05 	0.00 	27.75 
37533	´ò¥J¤º	´ò	179.00 	104.54 	105.79 	0.00 	463.86 	6.78 	182.33 	0.11 	0.00 	20.31 
37619	ªF´ò¥J	´ò	681.00 	507.94 	118.84 	0.00 	324.71 	29.69 	624.02 	0.51 	0.00 	185.99 
37655	¥Õ¥Ö¹Ó´ò	´ò	250.00 	142.29 	22.09 	144.22 	884.00 	18.07 	215.92 	0.27 	0.00 	69.57 
37664	¨ë§ö´ò	´ò	82.00 	62.30 	25.25 	0.00 	573.98 	13.77 	90.67 	0.21 	0.00 	26.64 
37665	ÀY´ò	´ò	74.00 	51.61 	28.99 	0.00 	512.69 	8.86 	85.28 	0.13 	0.00 	19.80 
37666	¤G´ò	´ò	94.00 	57.72 	19.92 	0.00 	600.30 	12.20 	91.23 	0.18 	0.00 	24.72 
37668	µf¥J´ò	´ò	72.00 	48.93 	33.27 	0.00 	468.10 	8.25 	83.85 	0.12 	0.00 	18.79 
37669	¤p´ò¥J	´ò	74.00 	52.22 	29.95 	0.00 	510.10 	8.92 	84.81 	0.13 	0.00 	20.02 
37693	¸}±í´ò	´ò	123.00 	89.69 	89.50 	0.00 	265.93 	16.52 	111.69 	0.26 	0.00 	29.35 
37701	ÓyÃÃ´ò	´ò	123.00 	89.69 	89.50 	0.00 	265.93 	16.52 	111.69 	0.26 	0.00 	29.35 
37730	´ò¤l¤º	´ò	72.00 	37.20 	344.58 	0.00 	653.10 	6.09 	63.45 	0.09 	0.00 	14.65 
37817	«n¶Õ´ò	´ò	270.00 	123.25 	47.49 	0.00 	486.94 	16.02 	222.34 	0.25 	0.00 	50.91 
37820	­XÐ¤´ò	´ò	89.00 	68.35 	16.53 	144.22 	814.36 	11.29 	85.53 	0.17 	0.00 	28.97 
37831	´ò©³	´ò	102.00 	54.75 	1948.41 	0.00 	174.25 	14.06 	114.07 	0.22 	0.00 	25.02 
37849	´ò¸Ì	´ò	109.00 	59.55 	16.18 	0.00 	758.59 	16.06 	108.60 	0.26 	0.00 	36.12 
37892	´ò©³	´ò	93.00 	135.51 	3858.13 	0.00 	278.01 	3.39 	108.64 	0.05 	0.00 	13.33 
37928	¤º´ò	´ò	62.00 	57.87 	167.85 	0.00 	335.60 	11.94 	64.89 	0.17 	0.00 	21.51 
37979	´ò¤º	´ò	5.00 	0.20 	2.10 	40.00 	357.19 	1.04 	5.43 	0.01 	0.00 	0.20 
